PRODUCT (Click to open in Browser),PRODUCT ID,PHYSICAL,LOGICAL,GMI FC,R&N A.C.N,GROUP,CLEARING ADMIN,CLEARING VENUE,MIC CODE,MARKET TYPE NAME,SYMBOL CODE
MSCI USA GTR  Index Future,23345,USS,USS,AE,,MSCI Indices,MSCI USA,ICUS,IFUS,IFUS Equity Indices,USS
MSCI USA Growth Index Future,5579,MRG,MRG,GR,,MSCI Indices,MSCI USA,ICUS,IFUS,IFUS Equity Indices,MRG
MSCI USA Index Future,5580,MUN,MUN,UN,,MSCI Indices,MSCI USA,ICUS,IFUS,IFUS Equity Indices,MUN
MSCI USA Minimum Volatility GTR Index Future,25084,MUV,MUV,,,MSCI Indices,MSCI USA,ICUS,IFUS,IFUS Equity Indices,MUV
MSCI USA Small Cap GTR Index Future,26466,USC,USC,,,MSCI Indices,MSCI USA,ICUS,IFUS,IFUS Equity Indices,USC
MSCI USA Small Cap Index Future,20057,MUS,MUS,AW,,MSCI Indices,MSCI USA,ICUS,IFUS,IFUS Equity Indices,MUS
MSCI USA Value Index Future,5569,MCU,MCU,UC,,MSCI Indices,MSCI USA,ICUS,IFUS,IFUS Equity Indices,MCU
MSCI World Climate Change NTR Index Future,25807,WOW,WOW,,,MSCI Indices,MSCI DEV,ICUS,IFUS,IFUS Equity Indices,WOW
MSCI World Climate Paris Aligned NTR Index Future,26849,MVR,MVR,,,MSCI Indices,MSCI DEV,ICUS,IFUS,IFUS Equity Indices,MVR
MSCI World Communication Services NTR  Index Future,15420,MWT,MWT,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWT
MSCI World Consumer Discretionary NTR  Index Future,15414,MWG,MWG,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWG
MSCI World Consumer Staples NTR  Index Future,15412,MWB,MWB,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWB
MSCI World ESG Leaders NTR Index Future,23947,LFW,LFW,AL,,MSCI Indices,MSCI DEV,ICUS,IFUS,IFUS Equity Indices,LFW
MSCI World Energy NTR  Index Future,15413,MWE,MWE,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWE
MSCI World Equal Weighted NTR USD  Index Future,15365,EWW,EWW,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,EWW
MSCI World Financials NTR  Index Future,15418,MWN,MWN,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWN
MSCI World Health Care NTR  Index Future,15419,MWO,MWO,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWO
MSCI World IT NTR  Index Future,15421,MWV,MWV,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWV
MSCI World Index Future,5581,MWL,MWL,WL,,MSCI Indices,MSCI DEV,ICUS,IFUS,IFUS Equity Indices,MWL
MSCI World Industrials NTR  Index Future,15415,MWI,MWI,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWI
MSCI World Low Carbon Leaders NTR Index Future,25798,WLC,WLC,,,MSCI Indices,MSCI DEV,ICUS,IFUS,IFUS Equity Indices,WLC
MSCI World Low Carbon Target NTR Index Future,25801,WLT,WLT,,,MSCI Indices,MSCI DEV,ICUS,IFUS,IFUS Equity Indices,WLT
MSCI World Materials NTR  Index Future,15417,MWM,MWM,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWM
MSCI World Minimum Volatility NTR USD  Index Future,15411,MVW,MVW,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MVW
MSCI World NTR  Index Future,23339,MWS,MWS,AC,,MSCI Indices,MSCI EM,ICUS,IFUS,IFUS Equity Indices,MWS
MSCI World NTR EUR  Index Future,15402,MLW,MLW,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MLW
MSCI World Real Estate NTR  Index Future,19278,MWS,MWS,AC,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWS
MSCI World Utilities NTR  Index Future,15422,MWW,MWW,,,MSCI Indices,MSCI Fut RSTD,ICEU,IFLL,Liffe Index Futures - US Restricted,MWW
Malin Basis Future,453,MLN,MLN,NM,NA85,Natural Gas,RockiesNW Basis,ICEU,IFED,Financial Gas,MLN
Malin Fixed Price Future,22264,MAF,MAF,L2,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,MAF
Malin Index Future,508,MIS,MIS,Y6,L336,Natural Gas,RockiesNW Index,ICEU,IFED,Financial Gas,MIS
Malin Physical Basis LD1,1143,XGI,XGI,,,Natural Gas,Malin Phys Gas,NGXC,IEPA,Physical Gas,XGI
Malin Physical Fixed Price Monthly,1127,XGJ,XGJ,,,Natural Gas,Malin Phys Gas,NGXC,IEPA,Physical Gas,XGJ
Malin Physical Fixed Price Spot,1418,XGN,XGN,,,Natural Gas,Mal BM Phys Gas,NGXC,IEPA,Physical Gas,XGN
Malin Physical Gas Daily Monthly,1135,XGK,XGK,,,Natural Gas,Malin Phys Gas,NGXC,IEPA,Physical Gas,XGK
Malin Physical Gas Daily Spot,1419,XGO,XGO,,,Natural Gas,Mal BM Phys Gas,NGXC,IEPA,Physical Gas,XGO
Malin Physical Natural Gas Intelligence,1140,XGL,XGL,,,Natural Gas,Malin Phys Gas,NGXC,IEPA,Physical Gas,XGL
Malin Swing Future,467,MSS,MSS,YT,QM77,Natural Gas,RockiesNW Swing,ICEU,IFED,Financial Gas,MSS
Man Group Plc,7800,EMG,EMG,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,EMG
Marine Fuel 0.5% FOB Rotterdam Barge Swap,23490,MF3,MF3,Q>,,Crude Oil and Refined,Ref Outright mt,Bilateral,ICES,Platts Oil,MF3
Marine Fuel 0.5% FOB Rotterdam Barges vs Fuel Oil 3.5% FOB Rotterdam Barges Swap,23493,MF5,MF5,Q#,,Crude Oil and Refined,Ref Diffs mt,Bilateral,ICES,Platts Oil,MF5
Marine Fuel 0.5% FOB Singapore Swap,23487,MF4,MF4,Q?,,Crude Oil and Refined,Ref Outright mt,Bilateral,ICES,Platts Oil,MF4
Marks And Spencer Group Plc,8930,M+S,M+S,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,M+S
Maryland Compliance Renewable Energy Credit Tier 1 Future,20105,MDE,MDE,JK,,Physical Environmental,REC-MD C1,ICEU,IFED,Physical Environmental,MDE
Maryland Compliance Renewable Energy Credit Tier 1 Prior Year Future,23792,MPY,MPY,PI,,Physical Environmental,REC-MD C1,ICEU,IFED,Physical Environmental,MPY
Maryland Solar Renewable Energy Credit Future,20107,MDX,MDX,JM,,Physical Environmental,SREC-MD C1,ICEU,IFED,Physical Environmental,MDX
Maryland Solar Renewable Energy Credit Prior Year Future,23793,MSP,MSP,PJ,,Physical Environmental,SREC-MD C1,ICEU,IFED,Physical Environmental,MSP
Massachusetts Compliance Renewable Energy Certificate Class I Future,20110,MCL,MCL,JP,,Physical Environmental,REC-MA C1,ICEU,IFED,Physical Environmental,MCL
Massachusetts Solar Renewable Energy Certificate Carve Out I Future,20102,MSF,MSF,JH,,Physical Environmental,SREC-MA C1,ICEU,IFED,Physical Environmental,MSF
Massachusetts Solar Renewable Energy Certificate Carve Out II Future,20103,MS2,MS2,JI,,Physical Environmental,SREC-MA C1,ICEU,IFED,Physical Environmental,MS2
Mead 230 Day-Ahead Off-Peak Fixed Price Future,27023,MBX,MBX,,,Electricity,Pwr West OPTerm,ICEU,IFED,Financial Power,MBX
Mead 230 Day-Ahead Peak Fixed Price Future,27022,MBW,MBW,,,Electricity,Pwr West Term,ICEU,IFED,Financial Power,MBW
Medium BTP Future,6444,I05,I05,,,Medium/Long Term Interest Rates,ITA Bond Fut,ICEU,IFLL,Liffe Bonds,I05
Medium Bund Futures (Bobl),6438,G05,G05,,,Medium/Long Term Interest Rates,DEU Bond Fut,ICEU,IFLL,Liffe Bonds,G05
Medium Gilt Future,6442,H,H,,,Medium/Long Term Interest Rates,Gilt Bond Fut,ICEU,IFLL,Liffe Bonds,H
Medium Spanish Government Bond Future,6448,S05,S05,,,Medium/Long Term Interest Rates,ESP Bond Fut,ICEU,IFLL,Liffe Bonds,S05
Medium Swiss Confederation Bond Future,6435,C05,C05,,,Medium/Long Term Interest Rates,CHE Bond Fut,ICEU,IFLL,Liffe Bonds,C05
Meggitt Plc,8981,MGG,MGG,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,MGG
Melrose Industries Plc,9029,MLE,MLE,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,MLE
Methanol Outright - Argus Methanol FOB Rotterdam Barge Future,23776,BMO,BMO,P2,,Biofuels,Ref Outright mt,ICEU,IFEU,Oil,BMO
Michcon Basis Future,444,NMC,NMC,OG,,Natural Gas,Upper MW Basis,ICEU,IFED,Financial Gas,NMC
Michcon Fixed Price Future,21723,FQM,FQM,KV,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,FQM
Michcon Index Future,3157,NMI,NMI,M4,,Natural Gas,Upper MW Index,ICEU,IFED,Financial Gas,NMI
Michcon Physical Basis LD1,2361,XKD,XKD,,,Natural Gas,Mich MO PhysGas,NGXC,IEPA,Physical Gas,XKD
Michcon Physical Fixed Price Monthly,2354,XKA,XKA,,,Natural Gas,Mich MO PhysGas,NGXC,IEPA,Physical Gas,XKA
Michcon Physical Fixed Price Spot,2356,XJZ,XJZ,,,Natural Gas,Mich SP PhysGas,NGXC,IEPA,Physical Gas,XJZ
Michcon Physical Gas Daily Monthly,2357,XKC,XKC,,,Natural Gas,Mich MO PhysGas,NGXC,IEPA,Physical Gas,XKC
Michcon Physical Gas Daily Spot,2359,XKB,XKB,,,Natural Gas,Mich SP PhysGas,NGXC,IEPA,Physical Gas,XKB
Michcon Physical Inside FERC,2360,XKE,XKE,,,Natural Gas,Mich MO PhysGas,NGXC,IEPA,Physical Gas,XKE
Michcon Swing Future,477,NMS,NMS,M5,,Natural Gas,Upper MW Swing,ICEU,IFED,Financial Gas,NMS
Micro Asia Tech 30 Index Futures,26129,ATI,ATI,,,IFSG Indices,SG Micro Index,ICSG,IFSG,Singapore Financials,ATI
Micro MSCI Europe Index Futures,24937,SME,SME,,,IFSG Indices,SG Micro EU,ICSG,IFSG,Singapore Financials,SME
Micro MSCI USA Index Futures,24934,SMU,SMU,,,IFSG Indices,SG Micro USA,ICSG,IFSG,Singapore Financials,SMU
Mid-Columbia Day-Ahead Off-Peak Daily Fixed Price Future,747,MXO,MXO,MX,OU50,Electricity,Pwr WestOPDaily,ICEU,IFED,Financial Power,MXO
Mid-Columbia Day-Ahead Off-Peak Daily Mini Fixed Price Future,27018,MDM,MDM,,,Electricity,PwrWOPDailyMini,ICEU,IFED,Financial Power,MDM
Mid-Columbia Day-Ahead Off-Peak Fixed Price Future,502,OMC,OMC,OU,NI02,Electricity,Pwr West OPTerm,ICEU,IFED,Financial Power,OMC
Mid-Columbia Day-Ahead Peak Daily Fixed Price Future,749,MPD,MPD,MP,OU51,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,MPD
Mid-Columbia Day-Ahead Peak Daily Mini Fixed Price Future,27014,MDD,MDD,,,Electricity,Pwr W DailyMini,ICEU,IFED,Financial Power,MDD
Mid-Columbia Day-Ahead Peak Fixed Price Future,318,MDC,MDC,MC,N712,Electricity,Pwr West Term,ICEU,IFED,Financial Power,MDC
Middle East Fuel Oil 180 CST FOB Arab Gulf Balmo Swap,25923,ME9,ME9,H4,,Crude Oil and Refined,Ref Outright mt,Bilateral,ICES,Platts Oil,ME9
Middle East Fuel Oil 180 CST FOB Arab Gulf Swap,25921,MEA,MEA,A@,,Crude Oil and Refined,Ref Outright mt,Bilateral,ICES,Platts Oil,MEA
Middle East Fuel Oil 380 CST FOB Arab Gulf Swap,25922,ME2,ME2,DU,,Crude Oil and Refined,Ref Outright mt,Bilateral,ICES,Platts Oil,ME2
Midland WTI American Gulf Coast Options,23441,HOU,HOU,LY,,Crude Oil and Refined Products,O-Permian WTI,ICEU,IFEU,Permian WTI Futures,HOU
Millennium East Pool Basis Future,22281,MRB,MRB,L<,,Natural Gas,AppalachiaBasis,ICEU,IFED,Financial Gas,MRB
Millennium East Pool Basis Future (Lots),22282,MRB,MRB,L<,,Natural Gas,AppalachiaBasis,ICEU,IFED,Financial Gas,MRB
Millennium East Pool Index Future,22284,MRA,MRA,L*,,Natural Gas,AppalachiaIndex,ICEU,IFED,Financial Gas,MRA
Millennium East Pool Physical Basis LD1,16216,YBA,YBA,,,Natural Gas,MEP MOPhys Gas,NGXC,IEPA,Physical Gas,YBA
Millennium East Pool Physical Fixed Price Monthly,16213,YAZ,YAZ,,,Natural Gas,MEP MOPhys Gas,NGXC,IEPA,Physical Gas,YAZ
Millennium East Pool Physical Fixed Price Spot,16215,YAY,YAY,,,Natural Gas,MEP SPPhys Gas,NGXC,IEPA,Physical Gas,YAY
Millennium East Pool Physical Gas Daily Monthly,16217,YBC,YBC,,,Natural Gas,MEP MOPhys Gas,NGXC,IEPA,Physical Gas,YBC
Millennium East Pool Physical Gas Daily Spot,16219,YBB,YBB,,,Natural Gas,MEP SPPhys Gas,NGXC,IEPA,Physical Gas,YBB
Millennium East Pool Physical Inside FERC,16220,YBD,YBD,,,Natural Gas,MEP MOPhys Gas,NGXC,IEPA,Physical Gas,YBD
Millennium East Pool Swing Future,22283,MRC,MRC,L(,,Natural Gas,AppalachiaSwing,ICEU,IFED,Financial Gas,MRC
Mini Brent Crude Futures (100 BBL),16069,BM,BM,,,Crude Oil and Refined Products,SG Brent Mini,ICSG,IFSG,Singapore Energy,BM
Mini Hong Kong Dollar/US Dollar Futures,19619,SHD,SHD,,,Emerging Markets,HKD/USD,ICSG,IFSG,Singapore Financials,SHD
Mini Indonesian Rupiah/US Dollar Futures,19364,SID,SID,,,Emerging Markets,IDR/USD,ICSG,IFSG,Singapore Financials,SID
Mini Korean Won / US Dollar Futures,19623,SWD,SWD,,,Emerging Markets,KRW/USD,ICSG,IFSG,Singapore Financials,SWD
Mini Low Sulphur Gasoil Futures (10mt),17003,GM,GM,,,Crude Oil and Refined Products,SG LS GO Mini,ICSG,IFSG,Singapore Energy,GM
Mini Malaysian Ringgit/US Dollar Futures,19365,SMD,SMD,,,Emerging Markets,MYR/USD,ICSG,IFSG,Singapore Financials,SMD
Mini New Taiwan Dollar/US Dollar Futures,19620,SND,SND,,,Emerging Markets,TWD/USD,ICSG,IFSG,Singapore Financials,SND
Mini Onshore Renminbi/US Dollar Futures,17001,CNM,CNY,,,Emerging Markets,FOREX SG Mini,ICSG,IFSG,Singapore Financials,CNM
Mini Philippine Peso/US Dollar Futures,19621,SPD,SPD,,,Emerging Markets,PHP/USD,ICSG,IFSG,Singapore Financials,SPD
Mini Thai Baht/US Dollar Futures,19624,SBD,SBD,,,Emerging Markets,THB/USD,ICSG,IFSG,Singapore Financials,SBD
Mini US Dollar Index&reg; Futures,19362,SDX,SDX,,,ICE U.S. Dollar Index (USDX),USD Index Mini,ICSG,IFSG,Singapore Financials,SDX
Mini US Dollar/Offshore Renminbi Futures,16071,CHM,CNH,,,Emerging Markets,FOREX SG Mini,ICSG,IFSG,Singapore Financials,CHM
Mini US Dollar/Singapore Dollar Futures,23628,SGD,SDS,,,Emerging Markets,USD/SGD Mini,ICSG,IFSG,Singapore Financials,SGD
Mini WTI Crude Futures (100 BBL),19327,TM,TM,,,Crude Oil and Refined Products,SG WTI Mini,ICSG,IFSG,Singapore Energy,TM
Mondi Plc,8954,MDI,MDI,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,MDI
Monthly CFD - Dated Brent (Platts) Vs First Month BFOE (Platts) Future,1756,CFM,CFM,B2,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,Oil,CFM
Monthly CFD - Dated Brent CFD (Platts) vs Second Month BFOE (Platts) Future,4987,CFL,CFL,R1,EH86,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,Oil,CFL
Morrison (Wm) Supermarkets Plc,9075,MWR,MWR,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,MRW
Moss Bluff Inter Physical Basis LD1,5809,XDX,XDX,,,Natural Gas,MOSS BLUFF MO,NGXC,IEPA,Physical Gas,XDX
Moss Bluff Inter Physical Fixed Price Monthly,5812,XDR,XDR,,,Natural Gas,MOSS BLUFF MO,NGXC,IEPA,Physical Gas,XDR
Moss Bluff Inter Physical Fixed Price Spot,5810,XDS,XDS,,,Natural Gas,MOSS BLUFF SP,NGXC,IEPA,Physical Gas,XDS
Murban Crude Oil Futures,25864,ADM,ADM,AD,,Crude Oil and Refined Products,Murban Crude,ICEU,IFAD,Murban Crude,ADM
NAR Registered Renewable Energy Certificate from CRS Listed™ Wind Energy Facilities Back Half Specific Future,26905,NGP,NGP,,,Physical Environmental,REC-NAR,ICEU,IFED,Physical Environmental,NGP
NAR Registered Renewable Energy Certificate from CRS Listed™ Wind Energy Facilities Front Half Specific Future,26906,NGQ,NGQ,,,Physical Environmental,REC-NAR,ICEU,IFED,Physical Environmental,NGQ
NBP Natural Gas Daily Financial Futures (ICIS),25035,UND,UND,,,Natural Gas,UK Nat Gas Day,ICEU,IFEU,IPE Natural Gas Futures,UND
NBPL Ventura Physical Basis LD1,2377,XUZ,XUZ,,,Natural Gas,NVen MO PhysGas,NGXC,IEPA,Physical Gas,XUZ
NBPL Ventura Physical Fixed Price Monthly,2370,XUW,XUW,,,Natural Gas,NVen MO PhysGas,NGXC,IEPA,Physical Gas,XUW
NBPL Ventura Physical Fixed Price Spot,2372,XTZ,XTZ,,,Natural Gas,NVen SP PhysGas,NGXC,IEPA,Physical Gas,XTZ
NBPL Ventura Physical Gas Daily Monthly,2373,XUY,XUY,,,Natural Gas,NVen MO PhysGas,NGXC,IEPA,Physical Gas,XUY
NBPL Ventura Physical Gas Daily Spot,2375,XUX,XUX,,,Natural Gas,NVen SP PhysGas,NGXC,IEPA,Physical Gas,XUX
NBPL Ventura Physical Inside FERC,2376,XWW,XWW,,,Natural Gas,NVen MO PhysGas,NGXC,IEPA,Physical Gas,XWW
NEPOOL Dual Qualified Compliance Renewable Energy Certificate Class I Future,20111,NER,NER,JQ,,Physical Environmental,REC-NEPOOL C1,ICEU,IFED,Physical Environmental,NER
"NGL Basket, OPIS Mt. Belvieu Non-TET Future",19597,NGB,NGB,H9,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,NGB
NGPL Midcont Basis Future,445,MCO,MCO,OE,NG66,Natural Gas,Midcont Basis,ICEU,IFED,Financial Gas,MCO
NGPL Midcont Fixed Price Future,22268,MCN,MCN,L4,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,MCN
NGPL Midcont Index Future,2858,MCI,MCI,-(,,Natural Gas,Midcont Index,ICEU,IFED,Financial Gas,MCI
NGPL Midcont Physical Basis LD1,1409,XJV,XJV,,,Natural Gas,Mid MO Phys Gas,NGXC,IEPA,Physical Gas,XJV
NGPL Midcont Physical Fixed Price Monthly,1397,XJS,XJS,,,Natural Gas,Mid MO Phys Gas,NGXC,IEPA,Physical Gas,XJS
NGPL Midcont Physical Fixed Price Spot,1398,XJR,XJR,,,Natural Gas,Mid BM Phys Gas,NGXC,IEPA,Physical Gas,XJR
NGPL Midcont Physical Gas Daily Monthly,1403,XJU,XJU,,,Natural Gas,Mid MO Phys Gas,NGXC,IEPA,Physical Gas,XJU
NGPL Midcont Physical Gas Daily Spot,1404,XJT,XJT,,,Natural Gas,Mid BM Phys Gas,NGXC,IEPA,Physical Gas,XJT
NGPL Midcont Physical Inside FERC,1407,XJW,XJW,,,Natural Gas,Mid MO Phys Gas,NGXC,IEPA,Physical Gas,XJW
NGPL Midcont Swing Future,2859,MTS,MTS,-*,,Natural Gas,Midcont Swing,ICEU,IFED,Financial Gas,MTS
NGPL Nicor Physical Basis LD1,20047,YHK,YHK,,,Natural Gas,NICOR MOPhysGas,NGXC,IEPA,Physical Gas,YHK
NGPL Nicor Physical Fixed Price Monthly,20042,YHG,YHG,,,Natural Gas,NICOR MOPhysGas,NGXC,IEPA,Physical Gas,YHG
NGPL Nicor Physical Fixed Price Spot,20040,YHF,YHF,,,Natural Gas,NICOR SPPhysGas,NGXC,IEPA,Physical Gas,YHF
NGPL Nicor Physical Gas Daily Monthly,20045,YHI,YHI,,,Natural Gas,NICOR MOPhysGas,NGXC,IEPA,Physical Gas,YHI
NGPL Nicor Physical Gas Daily Spot,20043,YHH,YHH,,,Natural Gas,NICOR SPPhysGas,NGXC,IEPA,Physical Gas,YHH
NGPL Nicor Physical Natural Gas Intelligence,20046,YHJ,YHJ,,,Natural Gas,NICOR MOPhysGas,NGXC,IEPA,Physical Gas,YHJ
NGPL STX Basis Future,1880,NSX,NSX,AY,SN08,Natural Gas,East TX Basis,ICEU,IFED,Financial Gas,NSX
NGPL STX Index Future,3061,NXI,NXI,MW,,Natural Gas,East TX Index,ICEU,IFED,Financial Gas,NXI
NGPL STX Physical Basis LD1,2292,XVW,XVW,,,Natural Gas,NSTX MO PhysGas,NGXC,IEPA,Physical Gas,XVW
NGPL STX Physical Fixed Price Monthly,2285,XVT,XVT,,,Natural Gas,NSTX MO PhysGas,NGXC,IEPA,Physical Gas,XVT
NGPL STX Physical Fixed Price Spot,2287,XVS,XVS,,,Natural Gas,NSTX SP PhysGas,NGXC,IEPA,Physical Gas,XVS
NGPL STX Physical Gas Daily Monthly,2288,XVV,XVV,,,Natural Gas,NSTX MO PhysGas,NGXC,IEPA,Physical Gas,XVV
NGPL STX Physical Gas Daily Spot,2290,XVU,XVU,,,Natural Gas,NSTX SP PhysGas,NGXC,IEPA,Physical Gas,XVU
NGPL STX Physical Inside FERC,2291,XVX,XVX,,,Natural Gas,NSTX MO PhysGas,NGXC,IEPA,Physical Gas,XVX
NGPL STX Swing Future,3159,NXS,NXS,MY,,Natural Gas,East TX Swing,ICEU,IFED,Financial Gas,NXS
NGPL TXOK Basis Future,434,NTO,NTO,NY,NE92,Natural Gas,East TX Basis,ICEU,IFED,Financial Gas,NTO
NGPL TXOK Fixed Price Future,22270,NTH,NTH,L5,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,NTH
NGPL TXOK Index Future,2072,NTI,NTI,HN,SR10,Natural Gas,East TX Index,ICEU,IFED,Financial Gas,NTI
NGPL TXOK Physical Basis LD1,1264,XIX,XIX,,,Natural Gas,TXE MO Phys Gas,NGXC,IEPA,Physical Gas,XIX
NGPL TXOK Physical Fixed Price Monthly,1267,XIU,XIU,,,Natural Gas,TXE MO Phys Gas,NGXC,IEPA,Physical Gas,XIU
NGPL TXOK Physical Fixed Price Spot,1268,XIT,XIT,,,Natural Gas,TXE BM Phys Gas,NGXC,IEPA,Physical Gas,XIT
NGPL TXOK Physical Gas Daily Monthly,1276,XIW,XIW,,,Natural Gas,TXE MO Phys Gas,NGXC,IEPA,Physical Gas,XIW
NGPL TXOK Physical Gas Daily Spot,1277,XIV,XIV,,,Natural Gas,TXE BM Phys Gas,NGXC,IEPA,Physical Gas,XIV
NGPL TXOK Physical Inside FERC,1285,XIY,XIY,,,Natural Gas,TXE MO Phys Gas,NGXC,IEPA,Physical Gas,XIY
NGPL TXOK Swing Future,2075,NTS,NTS,HO,SR15,Natural Gas,East TX Swing,ICEU,IFED,Financial Gas,NTS
NGPL-Nipsco Physical Basis LD1,20612,YHU,YHU,,,Natural Gas,NIPSC MOPhysGas,NGXC,IEPA,Physical Gas,YHU
NGPL-Nipsco Physical Fixed Price Monthly,20607,YHQ,YHQ,,,Natural Gas,NIPSC MOPhysGas,NGXC,IEPA,Physical Gas,YHQ
NGPL-Nipsco Physical Fixed Price Spot,20605,YHP,YHP,,,Natural Gas,NIPSC SPPhysGas,NGXC,IEPA,Physical Gas,YHP
NGPL-Nipsco Physical Gas Daily Monthly,20610,YHS,YHS,,,Natural Gas,NIPSC MOPhysGas,NGXC,IEPA,Physical Gas,YHS
NGPL-Nipsco Physical Gas Daily Spot,20608,YHR,YHR,,,Natural Gas,NIPSC SPPhysGas,NGXC,IEPA,Physical Gas,YHR
NGPL-Nipsco Physical Natural Gas Intelligence,20611,YHT,YHT,,,Natural Gas,NIPSC MOPhysGas,NGXC,IEPA,Physical Gas,YHT
NNG Demarc Basis Future,449,DEM,DEM,OD,NG65,Natural Gas,Upper MW Basis,ICEU,IFED,Financial Gas,DEM
NNG Demarc Index Future,3032,DEI,DEI,A=,,Natural Gas,Upper MW Index,ICEU,IFED,Financial Gas,DEI
NNG Demarc Physical Basis LD1,1265,XIR,XIR,,,Natural Gas,Dem MO Phys Gas,NGXC,IEPA,Physical Gas,XIR
NNG Demarc Physical Fixed Price Monthly,1270,XIO,XIO,,,Natural Gas,Dem MO Phys Gas,NGXC,IEPA,Physical Gas,XIO
NNG Demarc Physical Fixed Price Spot,1271,XIN,XIN,,,Natural Gas,Dem BM Phys Gas,NGXC,IEPA,Physical Gas,XIN
NNG Demarc Physical Gas Daily Monthly,1279,XIQ,XIQ,,,Natural Gas,Dem MO Phys Gas,NGXC,IEPA,Physical Gas,XIQ
NNG Demarc Physical Gas Daily Spot,1280,XIP,XIP,,,Natural Gas,Dem BM Phys Gas,NGXC,IEPA,Physical Gas,XIP
NNG Demarc Physical Inside FERC,1286,XIS,XIS,,,Natural Gas,Dem MO Phys Gas,NGXC,IEPA,Physical Gas,XIS
NNG Demarc Swing Future,479,DES,DES,AP,,Natural Gas,Upper MW Swing,ICEU,IFED,Financial Gas,DES
NNG Ventura Basis Future,448,NVE,NVE,OC,NG64,Natural Gas,Upper MW Basis,ICEU,IFED,Financial Gas,NVE
NNG Ventura Fixed Price Future,22266,NNH,NNH,L3,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,NNH
NNG Ventura Index Future,3051,NNI,NNI,L<,,Natural Gas,Upper MW Index,ICEU,IFED,Financial Gas,NNI
NNG Ventura Physical Basis LD1,1826,XTK,XTK,,,Natural Gas,Ven MO Phys Gas,NGXC,IEPA,Physical Gas,XTK
NNG Ventura Physical Fixed Price Monthly,1820,XTH,XTH,,,Natural Gas,Ven MO Phys Gas,NGXC,IEPA,Physical Gas,XTH
NNG Ventura Physical Fixed Price Spot,1822,XTG,XTG,,,Natural Gas,Ven SP Phys Gas,NGXC,IEPA,Physical Gas,XTG
NNG Ventura Physical Gas Daily Monthly,1823,XTJ,XTJ,,,Natural Gas,Ven MO Phys Gas,NGXC,IEPA,Physical Gas,XTJ
NNG Ventura Physical Gas Daily Spot,1825,XTI,XTI,,,Natural Gas,Ven SP Phys Gas,NGXC,IEPA,Physical Gas,XTI
NNG Ventura Physical Inside FERC,1827,XTL,XTL,,,Natural Gas,Ven MO Phys Gas,NGXC,IEPA,Physical Gas,XTL
NNG Ventura Swing Future,478,NNS,NNS,K9,,Natural Gas,Upper MW Swing,ICEU,IFED,Financial Gas,NNS
NWP Rockies Basis Future,432,NWR,NWR,NR,NA82,Natural Gas,RockiesNW Basis,ICEU,IFED,Financial Gas,NWR
NWP Rockies Fixed Price Future,21729,FQR,FQR,KF,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,FQR
NWP Rockies Index Future,2073,RSI,RSI,HP,SR12,Natural Gas,RockiesNW Index,ICEU,IFED,Financial Gas,RSI
